date,open,high,low,close
2010-12-20,130.32,130.45,129.55,130.28
2010-12-21,129.894,130.27,129.24,129.877
2010-12-22,129.55,129.71,128.373,129.569
2010-12-23,128.701,128.74,127.44,128.7
2010-12-24,128.18,128.389,127.811,128.19
2010-12-27,127.764,127.973,127.515,127.749
2010-12-28,127.79,127.985,126.11,127.787
2010-12-29,126.451,126.791,126.089,126.422
2010-12-30,126.492,126.654,125.475,126.493
2010-12-31,125.78,126.857,125.69,125.755
2011-01-03,126.33,126.54,125.786,126.27
2011-01-04,126.476,128.54,126.335,126.452
2011-01-05,127.928,128.92,127.43,127.96
2011-01-06,129.02,129.274,128.39,129.0
2011-01-07,128.682,129.411,128.63,128.7
2011-01-10,129.051,129.286,128.31,129.036
2011-01-11,128.93,129.93,128.841,128.9
2011-01-12,130.085,130.75,129.608,130.069
2011-01-13,130.825,131.375,130.465,130.81
2011-01-14,131.072,131.58,130.463,131.131
2011-01-17,131.583,131.67,130.97,131.6
2011-01-18,131.4,132.48,131.34,131.416
2011-01-19,131.816,132.136,131.033,131.809
2011-01-20,131.205,131.971,130.681,131.189
2011-01-21,131.937,132.29,131.492,131.901
2011-01-24,132.048,132.3,131.857,132.055
2011-01-25,131.92,131.973,129.78,131.904
2011-01-26,130.105,130.76,129.513,130.127
2011-01-27,130.798,132.635,130.55,130.862
2011-01-28,131.95,131.985,130.202,131.978
2011-01-31,129.953,131.325,129.935,129.903
2011-02-01,131.548,131.924,130.97,131.54
2011-02-02,131.315,132.275,131.28,131.3
2011-02-03,132.044,132.914,132.0,132.0
2011-02-04,131.735,131.9,131.225,131.71
2011-02-07,132.37,133.215,132.245,132.356
2011-02-08,132.7,132.881,131.545,132.678
2011-02-09,132.173,132.871,132.08,132.2
2011-02-10,132.627,133.757,132.56,132.659
2011-02-11,134.118,134.198,133.236,134.13
2011-02-14,133.489,133.739,133.157,133.499
2011-02-15,133.617,135.405,133.53,133.659
2011-02-16,135.01,135.4,134.193,135.061
2011-02-17,134.544,134.93,134.338,134.495
2011-02-18,134.68,135.4,134.447,134.72
2011-02-21,135.006,135.132,134.67,135.015
2011-02-22,134.78,134.799,133.628,134.76
2011-02-23,133.73,134.601,133.455,133.685
2011-02-24,133.807,133.807,131.6,133.801
2011-02-25,132.402,132.425,131.115,132.417
2011-02-28,131.38,133.193,131.266,131.377
2011-03-01,133.18,134.083,133.14,133.17
2011-03-02,133.127,133.73,132.79,133.127
2011-03-03,133.58,134.121,132.89,133.63
2011-03-04,134.055,134.94,133.764,134.03
2011-03-07,133.914,134.053,132.949,133.909
2011-03-08,133.25,133.77,133.08,133.245
2011-03-09,133.789,134.229,133.61,133.784
2011-03-10,134.184,134.319,133.235,134.183
2011-03-11,133.125,133.705,131.017,133.163
2011-03-14,130.601,132.327,130.601,130.59
2011-03-15,132.36,132.479,129.17,132.26
2011-03-16,130.215,130.47,128.659,130.253
2011-03-17,126.498,127.49,125.995,126.507
2011-03-18,128.15,132.446,128.15,128.33
2011-03-21,131.416,132.216,131.053,131.38
2011-03-22,132.41,132.933,131.758,132.422
2011-03-23,132.595,132.634,131.36,132.54
2011-03-24,131.381,131.677,130.578,131.359
2011-03-25,130.57,131.026,130.2,130.585
2011-03-27,130.32,131.02,130.274,130.32
2011-03-28,130.694,131.732,130.282,130.713
2011-03-29,131.89,133.597,131.86,131.908
2011-03-30,133.631,133.787,132.48,133.62
2011-03-31,133.641,135.64,133.495,133.65
2011-04-03,135.746,136.107,135.262,135.753
2011-04-04,135.68,137.77,135.664,135.68
2011-04-05,138.74,139.639,138.126,138.768
2011-04-06,139.232,139.555,137.87,139.24
2011-04-07,138.621,139.964,138.454,138.63
2011-04-10,139.22,139.531,138.027,139.233
2011-04-11,138.287,138.287,135.805,138.313
2011-04-12,135.845,137.163,135.687,135.884
2011-04-13,136.27,136.719,135.35,136.297
2011-04-17,135.639,135.834,133.048,135.641
2011-04-18,133.895,134.781,133.74,133.87
2011-04-19,134.773,135.76,134.77,134.765
2011-04-20,135.14,135.91,134.771,135.108
2011-04-21,135.225,135.726,134.774,135.215
2011-04-24,135.32,135.893,134.9,135.26
2011-04-25,135.073,135.089,134.22,135.05
2011-04-26,134.6,136.658,134.17,134.591
2011-04-27,136.686,137.032,135.52,136.68
2011-04-28,135.71,135.99,135.163,135.7
2011-05-01,135.601,136.087,135.3,135.57
2011-05-02,135.226,135.338,132.94,135.2
2011-05-03,133.54,134.22,133.03,133.548
2011-05-04,133.033,133.184,131.04,133.0
2011-05-05,131.716,132.68,131.374,131.732
2011-05-08,131.91,132.33,131.22,131.993
2011-05-09,131.675,132.445,131.439,131.672
2011-05-10,132.603,133.97,132.01,132.59
2011-05-11,132.608,133.124,131.2,132.567
2011-05-12,131.95,131.98,130.549,131.927
2011-05-15,130.711,131.442,130.403,130.714
2011-05-16,130.885,133.126,130.82,130.894
2011-05-17,132.329,132.48,130.76,132.305
2011-05-18,131.97,132.9,131.816,131.957
2011-05-19,132.58,132.902,132.114,132.6
2011-05-22,132.499,132.91,131.26,132.507
2011-05-23,131.98,133.069,131.402,131.976
2011-05-24,132.778,133.657,132.087,132.76
2011-05-25,133.49,133.756,132.6,133.497
2011-05-26,133.11,133.569,132.69,133.1
2011-05-29,133.43,133.45,132.989,133.4
2011-05-30,133.3,135.055,133.295,133.32
2011-05-31,134.074,134.317,132.27,134.07
2011-06-01,132.145,132.802,131.787,132.11
2011-06-02,132.492,132.53,130.657,132.446
2011-06-05,132.009,132.254,130.987,131.96
2011-06-06,131.093,132.029,130.846,131.03
2011-06-07,131.753,131.906,130.48,131.793
2011-06-08,131.065,131.913,130.89,131.065
2011-06-09,131.352,131.607,129.887,131.38
2011-06-12,130.29,131.33,130.29,130.321
2011-06-13,131.26,132.28,131.03,131.235
2011-06-14,131.869,131.994,130.673,131.867
2011-06-15,130.94,131.312,129.735,130.99
2011-06-16,130.198,130.337,129.389,130.19
2011-06-19,129.48,130.17,128.905,129.504
2011-06-20,130.033,130.267,129.64,130.0
2011-06-21,130.11,130.47,128.975,130.061
2011-06-22,129.04,129.235,128.45,129.02
2011-06-23,128.916,128.999,128.205,128.905
2011-06-26,128.4,129.505,128.326,128.4
2011-06-27,129.25,129.605,128.64,129.227
2011-06-28,129.609,130.024,129.084,129.6
2011-06-29,129.76,129.765,128.407,129.783
2011-06-30,129.33,130.017,129.039,129.29
2011-07-03,129.93,130.115,129.64,129.91
2011-07-04,129.935,130.821,129.735,129.915
2011-07-05,130.236,130.266,128.988,130.222
2011-07-06,129.55,130.047,129.105,129.554
2011-07-07,129.81,129.992,128.9,129.8
2011-07-10,129.221,129.41,127.678,129.207
2011-07-11,127.715,127.77,125.154,127.69
2011-07-12,126.257,127.315,126.1,126.19
2011-07-13,127.557,127.786,126.825,127.585
2011-07-14,127.822,128.0,127.155,127.82
2011-07-17,127.464,127.464,126.639,127.44
2011-07-18,126.949,127.637,126.862,126.919
2011-07-19,127.644,127.786,126.776,127.662
2011-07-20,127.254,128.136,126.996,127.267
2011-07-21,128.19,128.372,127.465,128.224
2011-07-24,127.78,127.985,127.08,127.83
2011-07-25,127.423,128.134,127.121,127.46
2011-07-26,127.991,128.071,127.205,127.995
2011-07-27,127.237,127.39,126.68,127.25
2011-07-28,127.209,127.34,126.08,127.216
2011-07-31,126.705,128.451,124.249,126.67
2011-08-01,126.262,126.658,125.37,126.325
2011-08-02,125.867,126.592,125.28,125.877
2011-08-03,126.707,130.8,126.51,126.719
2011-08-04,128.654,128.96,127.43,128.667
2011-08-07,128.395,128.76,126.53,128.475
2011-08-08,126.636,127.01,124.93,126.64
2011-08-09,125.649,125.782,123.29,125.668
2011-08-10,123.696,124.662,123.374,123.67
2011-08-11,124.677,125.045,123.949,124.704
2011-08-14,125.122,125.89,124.98,125.115
2011-08-15,125.89,126.151,125.291,125.937
2011-08-16,126.173,126.93,125.306,126.155
2011-08-17,126.57,126.77,125.682,126.6
2011-08-18,126.432,126.75,125.76,126.446
2011-08-21,126.484,127.23,126.158,126.49
2011-08-22,126.47,126.93,126.132,126.489
2011-08-23,126.425,126.729,125.6,126.426
2011-08-24,126.067,126.5,125.716,126.09
2011-08-25,126.06,126.13,124.5,126.06
2011-08-28,125.363,126.517,125.299,125.35
2011-08-29,126.31,126.31,124.65,126.245
2011-08-30,125.09,125.285,124.307,125.036
2011-08-31,124.64,125.27,124.2,124.666
2011-09-01,124.379,124.65,124.162,124.383
2011-09-04,124.328,124.351,123.523,124.337
2011-09-05,123.786,124.96,123.13,123.775
2011-09-06,123.783,123.819,123.172,123.79
2011-09-07,123.544,124.37,123.138,123.54
2011-09-08,123.78,124.207,122.388,123.777
2011-09-11,122.803,123.004,121.268,122.814
2011-09-12,122.39,122.414,121.348,122.381
2011-09-13,121.415,121.529,120.71,121.42
2011-09-14,120.88,121.92,120.67,120.893
2011-09-15,121.15,121.714,120.779,121.137
2011-09-18,120.901,120.98,119.46,120.9
2011-09-19,119.9,120.551,119.75,119.904
2011-09-20,120.245,120.301,119.08,120.258
2011-09-21,118.66,119.076,116.973,118.65
2011-09-22,117.17,118.109,117.15,117.18
2011-09-25,118.5,118.869,117.74,118.56
2011-09-26,118.69,120.345,118.51,118.689
2011-09-27,120.099,120.164,119.24,120.129
2011-09-28,119.18,120.821,118.76,119.182
2011-09-29,119.715,120.546,119.106,119.7
2011-10-02,120.32,120.32,118.414,120.305
2011-10-03,118.196,118.613,117.756,118.189
2011-10-04,118.707,118.85,118.11,118.72
2011-10-05,118.709,118.805,116.95,118.715
2011-10-06,118.28,119.96,118.24,118.273
2011-10-09,119.257,120.23,119.24,119.301
2011-10-10,119.97,120.11,119.41,120.0
2011-10-11,119.504,122.316,119.2,119.478
2011-10-12,121.579,121.642,120.35,121.582
2011-10-13,121.026,122.52,120.94,121.01
2011-10-16,122.207,122.593,120.881,122.195
2011-10-17,120.948,121.545,119.975,120.948
2011-10-18,120.592,121.631,120.42,120.558
2011-10-19,121.14,121.477,120.36,121.123
2011-10-20,121.38,122.013,120.782,121.372
2011-10-23,121.5,122.07,120.997,121.49
2011-10-24,121.761,121.998,120.992,121.756
2011-10-25,121.719,121.936,120.685,121.729
2011-10-26,121.566,121.952,121.1,121.55
2011-10-27,122.12,122.341,121.81,122.12
2011-10-31,122.03,127.198,121.876,122.13
2011-11-01,125.867,126.634,124.28,125.889
2011-11-02,124.783,125.31,124.577,124.79
2011-11-03,124.285,125.043,123.89,124.29
2011-11-04,125.122,125.3,124.647,125.15
2011-11-07,125.244,125.46,124.794,125.255
2011-11-08,125.3,125.58,124.971,125.4
2011-11-09,125.114,125.149,123.613,125.064
2011-11-10,123.712,124.05,123.106,123.73
2011-11-11,123.806,124.134,122.946,123.75
2011-11-14,124.027,124.066,122.324,124.027
2011-11-15,122.53,122.842,121.66,122.55
2011-11-16,121.813,121.847,121.141,121.804
2011-11-17,120.997,121.576,120.854,121.02
2011-11-18,121.175,121.738,121.033,121.194
2011-11-21,121.196,121.196,120.037,121.196
2011-11-22,120.29,120.87,120.117,120.296
2011-11-23,120.417,120.42,119.813,120.407
2011-11-24,119.901,120.119,119.38,119.91
2011-11-25,119.411,120.42,119.368,119.408
2011-11-28,120.261,121.631,120.045,120.263
2011-11-29,120.993,121.802,120.751,121.007
2011-11-30,121.576,122.491,121.034,121.57
2011-12-01,121.742,122.476,121.417,121.828
2011-12-02,121.929,122.579,121.707,121.92
2011-12-05,121.87,122.248,121.52,121.83
2011-12-06,121.669,121.736,121.19,121.69
2011-12-07,121.303,122.15,121.12,121.281
2011-12-08,121.913,122.02,120.948,121.917
2011-12-09,121.43,122.2,120.99,121.43
2011-12-12,121.46,121.755,120.687,121.46
2011-12-13,121.354,121.64,120.91,121.369
2011-12-14,120.663,121.08,120.401,120.64
2011-12-15,120.805,120.915,120.453,120.838
2011-12-16,120.775,121.11,120.642,120.816
2011-12-19,120.76,121.052,120.512,120.744
2011-12-20,120.942,122.137,120.88,120.96
2011-12-21,121.97,122.55,121.82,121.95
2011-12-22,122.3,122.751,122.209,122.3
2011-12-23,122.557,122.643,122.18,122.52
2011-12-26,121.76,122.01,121.59,121.76
2011-12-27,121.88,122.12,121.6,121.8
2011-12-28,121.937,121.98,120.407,121.95
2011-12-29,120.325,120.325,119.55,120.3
2011-12-30,119.703,120.02,119.3,119.65
2012-01-02,119.52,119.59,118.97,119.52
2012-01-03,119.39,119.91,119.24,119.37
2012-01-04,120.04,120.049,119.579,120.01
2012-01-05,119.719,119.917,119.162,119.703
2012-01-06,119.581,119.73,118.542,119.57
2012-01-09,118.586,118.85,118.475,118.572
2012-01-10,118.817,119.029,118.715,118.79
2012-01-11,118.89,119.08,118.095,118.89
2012-01-12,117.858,118.08,117.508,117.87
2012-01-13,117.77,118.132,117.316,117.78
2012-01-16,117.668,117.735,117.389,117.65
2012-01-17,117.68,118.256,117.626,117.68
2012-01-18,117.8,118.569,117.53,117.814
2012-01-19,118.485,119.335,118.3,118.457
2012-01-20,119.312,119.9,119.173,119.328
2012-01-23,119.62,120.193,119.456,119.61
2012-01-24,119.921,121.26,119.628,119.896
2012-01-25,121.357,122.026,121.237,121.347
2012-01-26,121.773,121.856,121.329,121.757
2012-01-27,121.415,121.45,120.03,121.437
2012-01-30,120.63,120.675,119.64,120.63
2012-01-31,119.94,120.6,119.76,119.91
2012-02-01,119.94,120.6,119.76,120.18
2012-02-02,120.69,120.73,120.273,120.715
2012-02-03,120.377,121.101,120.257,120.35
2012-02-06,120.94,121.142,120.461,120.939
2012-02-07,121.027,122.0,120.987,121.05
2012-02-08,122.01,122.8,121.578,121.989
2012-02-09,121.84,122.655,121.734,121.84
2012-02-10,122.786,123.131,122.19,122.724
2012-02-13,122.595,122.92,122.155,122.59
2012-02-14,121.84,123.031,121.812,121.85
2012-02-15,122.99,123.5,122.582,122.984
2012-02-16,123.112,124.207,122.793,123.116
2012-02-17,124.585,125.652,124.57,124.572
2012-02-20,126.575,126.575,125.766,126.582
2012-02-21,126.02,126.63,125.64,125.96
2012-02-22,126.046,126.536,125.575,126.04
2012-02-23,125.749,126.195,125.441,125.72
2012-02-24,125.827,128.18,125.827,125.83
2012-02-27,129.4,129.4,126.956,129.43
2012-02-28,127.37,128.2,126.708,127.377
2012-02-29,128.1,128.943,127.807,128.13
2012-03-01,129.38,129.542,128.773,129.388
2012-03-02,129.4,130.06,129.203,129.43
2012-03-05,129.154,129.38,128.201,129.209
2012-03-06,129.416,129.48,127.03,129.403
2012-03-07,126.74,127.338,126.63,126.79
2012-03-08,127.907,129.167,127.679,127.918
2012-03-09,129.08,129.7,128.65,129.09
2012-03-12,128.997,129.189,128.16,129.025
2012-03-13,128.884,130.152,128.261,128.87
2012-03-14,130.271,131.43,130.12,130.26
2012-03-15,131.189,131.67,130.197,131.2
2012-03-16,131.094,132.402,130.9,131.091
2012-03-19,132.153,132.497,131.44,132.13
2012-03-20,132.44,132.977,132.255,132.44
2012-03-21,132.7,133.456,132.48,132.683
2012-03-22,132.052,132.46,130.43,132.059
2012-03-23,130.545,131.5,130.08,130.558
2012-03-25,131.104,132.123,130.73,131.14
2012-03-26,132.48,133.335,132.03,132.44
2012-03-27,132.51,132.633,131.02,132.49
2012-03-28,131.619,131.712,130.19,131.6
2012-03-29,131.279,131.846,130.64,131.28
2012-04-01,132.65,133.193,131.22,132.66
2012-04-02,130.92,131.69,130.92,130.79
2012-04-03,131.74,131.79,130.266,131.735
2012-04-04,131.056,131.083,129.503,131.09
2012-04-05,130.1,130.855,129.156,130.12
2012-04-08,129.069,129.32,128.821,129.11
2012-04-09,129.884,130.225,127.95,129.856
2012-04-10,127.902,129.18,127.87,127.92
2012-04-11,128.98,129.334,128.71,128.95
2012-04-12,129.15,129.53,128.24,129.122
2012-04-15,128.13,128.29,127.193,128.1
2012-04-16,127.78,128.86,127.55,127.737
2012-04-17,129.19,130.41,129.08,129.2
2012-04-18,130.242,131.03,130.187,130.238
2012-04-19,131.09,131.78,130.835,131.075
2012-04-22,131.58,131.58,130.218,131.614
2012-04-23,130.689,131.21,130.316,130.68
2012-04-24,131.38,131.645,130.507,131.38
2012-04-25,131.52,131.557,130.577,131.505
2012-04-26,131.14,131.73,130.3,131.104
2012-04-29,130.809,130.809,129.365,130.81
2012-04-30,129.733,130.09,129.06,129.706
2012-05-01,130.1,130.698,129.47,130.092
2012-05-02,129.74,130.42,129.67,129.74
2012-05-03,129.86,129.94,128.84,129.85
2012-05-06,128.64,129.36,128.5,128.67
2012-05-07,129.385,129.544,128.62,129.384
2012-05-08,128.93,129.078,127.84,128.93
2012-05-09,128.61,129.374,128.11,128.625
2012-05-10,128.862,129.02,128.259,128.85
2012-05-13,128.582,128.84,128.02,128.643
2012-05-14,128.574,128.744,128.09,128.528
2012-05-15,128.34,128.467,127.71,128.35
2012-05-16,127.92,127.955,125.369,127.92
2012-05-17,125.326,125.62,124.65,125.32
2012-05-20,125.15,125.8,125.061,125.16
2012-05-21,125.671,126.419,125.41,125.68
2012-05-22,126.071,126.1,124.391,126.08
2012-05-23,124.56,124.944,124.17,124.52
2012-05-24,124.714,124.939,124.407,124.725
2012-05-27,124.78,124.865,124.38,124.78
2012-05-28,124.63,124.94,124.0,124.652
2012-05-29,124.27,124.36,122.46,124.27
2012-05-30,122.233,122.439,120.18,122.258
2012-05-31,120.918,121.006,118.8,120.888
2012-06-03,119.824,120.62,119.77,119.857
2012-06-04,120.6,121.2,119.75,120.58
2012-06-05,121.094,122.913,120.863,121.081
2012-06-06,122.7,124.306,122.33,122.698
2012-06-07,123.683,123.7,121.9,123.68
2012-06-10,123.585,124.038,123.043,123.6
2012-06-11,122.79,123.805,122.535,122.795
2012-06-12,123.79,124.241,123.266,123.8
2012-06-13,123.184,123.38,122.75,123.174
2012-06-14,123.488,123.59,122.117,123.503
2012-06-17,124.22,124.645,123.353,124.214
2012-06-18,123.913,124.462,123.22,123.91
2012-06-19,124.27,125.29,123.61,124.21
2012-06-20,124.727,125.813,124.6,124.72
2012-06-21,124.848,125.693,124.84,124.775
2012-06-24,125.509,125.509,123.57,125.5
2012-06-25,123.968,124.392,123.538,123.947
2012-06-26,124.2,124.534,123.852,124.2
2012-06-27,124.011,124.074,122.943,124.024
2012-06-28,123.036,125.414,122.93,123.067
2012-07-01,125.221,125.329,124.317,125.15
2012-07-02,124.655,125.44,124.6,124.63
2012-07-03,125.245,125.259,124.286,125.26
2012-07-04,124.58,124.85,123.837,124.55
2012-07-05,123.997,124.224,123.145,124.0
2012-07-08,123.019,123.646,123.019,123.015
2012-07-09,123.52,123.556,122.781,123.503
2012-07-10,123.087,123.961,122.92,123.122
2012-07-11,123.42,123.82,122.029,123.43
2012-07-12,122.32,123.22,122.17,122.35
2012-07-15,123.365,123.365,122.51,123.35
2012-07-16,123.185,123.764,122.96,123.165
2012-07-17,123.833,123.888,123.081,123.88
2012-07-18,123.275,123.54,122.9,123.27
2012-07-19,123.718,123.741,122.6,123.73
2012-07-22,122.455,122.455,121.126,122.45
2012-07-23,121.448,121.672,120.964,121.48
2012-07-24,121.065,121.62,120.91,121.02
2012-07-25,120.93,122.96,120.8,120.93
2012-07-26,122.79,123.67,122.467,122.8
2012-07-29,123.452,123.515,122.48,123.42
2012-07-30,122.725,123.031,122.22,122.725
2012-07-31,122.38,122.638,121.89,122.37
2012-08-01,121.8,122.54,121.17,121.8
2012-08-02,121.347,123.023,121.07,121.341
2012-08-05,123.03,123.03,121.718,123.0
2012-08-06,121.88,123.248,121.76,121.883
2012-08-07,122.686,122.84,121.89,122.72
2012-08-08,122.829,123.17,122.406,122.82
2012-08-09,122.8,122.881,121.788,122.865
2012-08-12,122.561,123.085,122.38,122.595
2012-08-13,122.772,123.862,122.76,122.77
2012-08-14,123.54,124.015,123.304,123.527
2012-08-15,123.84,124.79,123.824,123.832
2012-08-16,124.733,124.94,124.51,124.68
2012-08-19,124.73,124.99,124.565,124.735
2012-08-20,124.62,125.49,124.61,124.62
2012-08-21,125.01,125.49,124.85,124.99
2012-08-22,124.71,124.98,124.355,124.76
2012-08-23,124.586,124.815,124.116,124.631
2012-08-26,124.413,124.6,124.21,124.425
2012-08-27,124.35,124.35,123.7,124.33
2012-08-28,124.318,124.741,124.04,124.3
2012-08-29,124.57,124.786,124.04,124.596
2012-08-30,124.005,124.56,123.737,123.97
2012-09-02,124.208,124.52,123.95,124.21
2012-09-03,124.37,124.776,124.288,124.39
2012-09-04,124.47,124.899,124.012,124.49
2012-09-05,124.683,125.84,124.62,124.72
2012-09-06,125.648,126.185,125.02,125.66
2012-09-09,125.217,125.366,124.87,125.21
2012-09-10,125.09,125.366,124.69,125.08
2012-09-11,124.95,125.616,124.911,124.93
2012-09-12,125.344,125.38,124.62,125.31
2012-09-13,125.39,127.23,125.27,125.398
2012-09-16,127.06,128.192,126.81,127.073
2012-09-17,127.73,127.874,127.46,127.752
2012-09-18,127.941,128.8,126.937,127.91
2012-09-19,127.23,127.27,126.233,127.222
2012-09-20,126.825,127.57,126.81,126.839
2012-09-23,126.77,126.81,125.958,126.77
2012-09-24,126.301,126.661,126.034,126.317
2012-09-25,125.84,126.075,125.329,125.86
2012-09-26,125.61,126.07,125.579,125.64
2012-09-27,125.95,126.104,125.418,125.97
2012-09-30,125.664,126.274,125.474,125.668
2012-10-01,125.89,126.408,125.799,125.84
2012-10-02,126.119,126.43,125.77,126.129
2012-10-03,126.26,126.981,126.172,126.294
2012-10-04,127.085,127.8,126.7,127.054
2012-10-07,126.956,126.956,125.15,126.985
2012-10-08,125.511,125.812,124.92,125.494
2012-10-09,125.089,125.595,125.0,125.079
2012-10-10,124.95,126.088,124.729,124.945
2012-10-11,125.8,126.129,125.466,125.739
2012-10-14,125.942,126.62,125.54,125.978
2012-10-15,126.676,127.307,126.527,126.68
2012-10-16,127.151,127.414,126.735,127.168
2012-10-17,127.52,128.18,127.304,127.54
2012-10-18,127.34,127.49,126.76,127.32
2012-10-21,126.758,128.143,126.708,126.757
2012-10-22,128.089,128.102,126.956,128.111
2012-10-23,127.317,128.073,127.11,127.295
2012-10-24,127.98,129.63,127.933,127.99
2012-10-25,129.25,129.396,127.974,129.28
2012-10-29,128.126,128.284,127.54,128.1
2012-10-30,127.853,128.25,127.042,127.861
2012-10-31,128.04,128.805,127.85,128.062
2012-11-01,128.81,129.424,128.77,128.802
2012-11-02,129.409,129.5,128.958,129.4
2012-11-05,128.93,129.069,128.019,128.93
2012-11-06,128.11,128.362,127.848,128.12
2012-11-07,128.332,128.814,127.54,128.36
2012-11-08,127.76,127.813,127.212,127.772
2012-11-09,126.952,127.46,125.934,126.976
2012-11-12,126.27,126.525,125.96,126.27
2012-11-13,126.36,126.591,125.652,126.35
2012-11-14,126.132,127.495,126.0,126.12
2012-11-15,126.987,128.931,126.91,127.0
2012-11-16,128.692,128.91,128.267,128.67
2012-11-19,129.648,129.698,128.91,129.585
2012-11-20,129.289,130.055,129.012,129.293
2012-11-21,130.144,131.604,130.0,130.19
2012-11-22,131.81,132.312,131.059,131.849
2012-11-23,131.269,131.882,130.816,131.25
2012-11-26,132.31,132.426,131.11,132.276
2012-11-27,131.283,132.069,131.235,131.275
2012-11-28,131.498,131.66,130.497,131.487
2012-11-29,131.58,131.832,131.262,131.53
2012-11-30,131.731,132.788,131.57,131.75
2012-12-03,132.106,132.431,131.619,132.119
2012-12-05,131.729,132.655,131.697,131.71
2012-12-06,132.645,132.888,132.32,132.63
2012-12-07,132.28,132.592,131.657,132.274
2012-12-10,132.39,132.428,131.67,132.344
2012-12-11,132.38,132.825,132.34,132.368
2012-12-12,133.01,133.885,132.89,133.014
2012-12-13,134.263,135.065,134.211,134.261
2012-12-14,134.8,135.384,134.338,134.821
2012-12-17,136.038,136.095,135.43,136.108
2012-12-18,135.973,136.48,135.815,135.952
2012-12-19,137.042,137.804,136.93,137.05
2012-12-20,136.84,137.463,136.22,136.876
2012-12-21,137.38,137.396,136.059,137.377
2012-12-24,136.3,136.91,136.278,136.34
2012-12-25,136.78,136.919,136.563,136.81
2012-12-26,137.151,138.15,137.151,137.14
2012-12-27,138.148,139.146,138.1,138.15
2012-12-28,139.35,139.47,138.214,139.383
2012-12-31,138.918,140.585,138.731,138.9
2013-01-01,140.96,141.36,140.76,140.95
2013-01-02,140.675,142.72,140.531,140.671
2013-01-03,141.76,141.827,140.16,141.832
2013-01-04,140.977,141.76,140.547,141.02
2013-01-07,141.723,141.723,140.48,141.715
2013-01-08,140.668,141.385,139.558,140.624
2013-01-09,139.563,140.865,139.563,139.485
2013-01-10,141.1,142.17,140.865,141.139
2013-01-11,144.35,144.35,143.0,144.244
2013-01-14,144.277,144.78,142.827,144.34
2013-01-15,143.8,144.152,141.68,143.81
2013-01-16,142.64,142.696,140.496,142.67
2013-01-17,141.81,143.493,140.87,141.795
2013-01-18,143.501,144.045,142.587,143.463
2013-01-21,142.966,142.966,141.807,142.98
2013-01-22,141.92,142.62,139.921,141.879
2013-01-23,140.208,140.787,139.24,140.17
2013-01-24,140.19,142.1,139.876,140.2
2013-01-25,142.85,144.21,142.5,142.901
2013-01-28,143.821,143.821,142.292,143.824
2013-01-29,141.94,143.036,141.928,141.982
2013-01-30,142.892,144.177,142.892,142.943
2013-01-31,143.72,144.57,143.448,143.781
2013-02-01,145.51,146.47,144.879,145.496
2013-02-04,145.665,146.58,145.226,145.68
2013-02-05,145.2,147.204,144.897,145.21
2013-02-06,146.57,147.204,145.98,146.583
2013-02-07,146.33,147.869,145.97,146.31
2013-02-08,147.0,147.274,145.077,147.05
2013-02-11,146.18,146.76,145.95,146.2
2013-02-12,147.42,147.744,145.256,147.464
2013-02-13,146.25,146.401,144.966,146.217
2013-02-14,144.77,145.333,143.995,144.85
2013-02-15,143.9,145.52,142.771,143.96
2013-02-18,145.09,145.848,145.072,145.032
2013-02-19,144.85,145.228,144.405,144.921
2013-02-20,144.56,144.705,142.88,144.552
2013-02-21,142.6,142.927,141.314,142.6
2013-02-22,142.12,142.949,141.711,142.145
2013-02-25,142.262,142.785,141.667,142.23
2013-02-26,140.03,140.549,138.727,140.094
2013-02-27,139.33,139.511,138.2,139.33
2013-02-28,139.98,140.462,139.44,140.0
2013-03-01,140.37,140.711,139.117,140.347
2013-03-04,140.577,140.948,140.196,140.671
2013-03-05,141.31,141.425,140.57,141.28
2013-03-06,141.16,141.296,140.697,141.16
2013-03-07,140.81,142.5,140.63,140.81
2013-03-08,142.59,144.65,142.448,142.61
2013-03-11,143.341,143.603,142.8,143.35
2013-03-12,144.04,144.06,142.078,144.009
2013-03-13,142.8,143.784,142.673,142.79
2013-03-14,143.29,144.682,143.024,143.29
2013-03-15,144.74,145.852,143.878,144.799
2013-03-18,143.337,143.94,142.396,143.314
2013-03-19,143.92,144.609,143.25,143.91
2013-03-20,143.46,144.978,143.21,143.481
2013-03-21,144.78,145.215,143.911,144.835
2013-03-22,144.08,144.532,143.027,144.06
2013-03-25,144.57,144.731,143.2,144.528
2013-03-26,142.552,143.502,142.503,142.58
2013-03-27,143.44,143.78,142.059,143.44
2013-03-28,142.65,142.96,142.18,142.65
2013-03-29,143.137,143.252,142.72,143.101
2013-03-31,143.23,143.31,141.825,143.273
2013-04-01,141.835,141.92,141.01,141.82
2013-04-02,140.962,141.475,140.48,141.01
2013-04-03,140.559,146.315,140.414,140.602
2013-04-04,146.793,149.208,146.02,146.809
2013-04-07,151.6,151.711,150.618,151.521
2013-04-08,151.578,151.913,150.573,151.471
2013-04-09,151.65,152.65,151.494,151.584
2013-04-10,152.732,153.441,152.34,152.684
2013-04-11,153.382,153.48,151.626,153.34
2013-04-14,151.09,151.631,149.527,151.036
2013-04-15,148.07,150.232,147.628,148.046
2013-04-16,149.878,151.14,148.62,149.89
2013-04-17,149.494,150.455,148.75,149.405
2013-04-18,150.115,152.462,149.88,150.092
